abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
,https://www.nytimes.com/1980/03/19/archives/world-news-briefs-polish-airlines-says-engine-didnt-fall-off-before.html,,,14,The New York Times,[],[],1980-03-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/5a9ac862-9b97-5708-82d3-3d7aef6819e1,0,nyt://article/5a9ac862-9b97-5708-82d3-3d7aef6819e1,World News Briefs; Polish Airlines Says Engine Didn't Fall Off Before Crash Tito Said to Weaken In His Long Fight for Life 2 Koreas Agree on a Site For Conference of Premiers 9 Killed in London by Fire At a Hostel Run by Nuns,1,,World News Briefs; Polish Airlines Says Engine Didn't Fall Off Before Crash Tito Said to Weaken In His Long Fight for Life 2 Koreas Agree on a Site For Conference of Premiers 9 Killed in London by Fire At a Hostel Run by Nuns,,,,,[],,A
,https://www.nytimes.com/1980/06/06/archives/letters-time-to-side-with-the-people-of-south-korea-us-europe-and.html,,,26,The New York Times,[],[],1980-06-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/dacb68e0-e46d-5003-9993-a76d50e3f21a,0,nyt://article/dacb68e0-e46d-5003-9993-a76d50e3f21a,"Letters; Time to Side With the People of South Korea U.S., Europe and Flawed Helsinki Memories What the Ex-Mayor Of Richmond Didn't Say Costly Waiting in Cabs Ramsey Clark vs. the Democratic Process Southern Comfort Pitfalls of the Proposed 10-Cent-a-Gallon Gasoline Fee ",1,,"Letters; Time to Side With the People of South Korea U.S., Europe and Flawed Helsinki Memories What the Ex-Mayor Of Richmond Didn't Say Costly Waiting in Cabs Ramsey Clark vs. the Democratic Process Southern Comfort Pitfalls of the Proposed 10-Cent-a-Gallon Gasoline Fee ",,,,EDWARD R. WRIGHT JR.JAMES O. GOLDSBOROUGHPHIL J. BAGLEY JR.BURTON M. STRAUSSDIANE WALLACET.H. JEWETTGEORGE B. PEPPER,"[{'firstname': 'Edward', 'middlename': 'R.', 'lastname': 'WRIGHT', 'qualifier': 'JR.', 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
illus of funeral procession (S),https://www.nytimes.com/1979/11/03/archives/park-foe-calls-for-korea-election-bids-us-keep-army-out-of-vote.html,illus of funeral procession (S),"SEOUL, South Korea, Saturday, Nov. 3 — Kim Dae Jung, who spent years in prison for his opposition to the late President Park Chung Hee, broke an unofficial moratorium on political activity yesterday by calling for the direct election of a new President and pointedly urged the United States to keep the South Korean military out of the succession process.",1,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'PARK CHUNG HEE', 'rank': 2, 'major': 'N'}]",1979-11-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/d465ccbb-3ad3-56f3-a7c0-4a10d4fc0a79,952,nyt://article/d465ccbb-3ad3-56f3-a7c0-4a10d4fc0a79,Park Foe Calls for Korea Election Bids U.S. Keep Army Out of Vote Chief Park Critic Calls for Election Bids U.S. Keep Army Out of Vote United Press International,,,Park Foe Calls for Korea Election Bids U.S. Keep Army Out of Vote Chief Park Critic Calls for Election Bids U.S. Keep Army Out of Vote United Press International,,,,By James P. Sterba Special to The New York Times,"[{'firstname': 'James', 'middlename': 'P.', 'lastname': 'Sterba', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1980/06/01/archives/the-world-in-summary-south-korean-army-makes-an-example-of-kwangju.html,,,2,The New York Times,[],[],1980-06-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/41ae38bf-6fec-52ef-a8e4-c614a7588488,0,nyt://article/41ae38bf-6fec-52ef-a8e4-c614a7588488,The World; In Summary South Korean army Makes an Example Of Kwangju Rising Bani-Sadr's Role Growing Vaguer Red Brigades and Red Faces In Italy More Violence in Turkey Arms for the Love of India New Racial Tension Strikes S. Africa,1,,The World; In Summary South Korean army Makes an Example Of Kwangju Rising Bani-Sadr's Role Growing Vaguer Red Brigades and Red Faces In Italy More Violence in Turkey Arms for the Love of India New Racial Tension Strikes S. Africa,,,,Barbara Slavin and Milt Freudenheim,"[{'firstname': 'Barbara', 'middlename': None, 'lastname': 'Slavin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Milt', 'middlename': None, 'lastname': 'Freudenheim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,T
,https://www.nytimes.com/1980/06/22/archives/the-world-in-summary-cape-town-riots-on-anniversary-of-soweto.html,,,2,The New York Times,[],[],1980-06-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/36c036f6-34f7-58a9-8f26-6755d9e21efe,0,nyt://article/36c036f6-34f7-58a9-8f26-6755d9e21efe,"The World In Summary; Cape Town Riots On Anniversary Of Soweto Willing Partners For a Tokyo Deal Now, 'Purification' In South Korea India's Victims Of Geography India Fuel Deal Approved Bani-Sadr Dancing As Fast as He Can",1,,"The World In Summary; Cape Town Riots On Anniversary Of Soweto Willing Partners For a Tokyo Deal Now, 'Purification' In South Korea India's Victims Of Geography India Fuel Deal Approved Bani-Sadr Dancing As Fast as He Can",,,,Milt Freudenheim and Barbara Slavin,"[{'firstname': 'Milt', 'middlename': None, 'lastname': 'Freudenheim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Barbara', 'middlename': None, 'lastname': 'Slavin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,T
,https://www.nytimes.com/1980/06/04/archives/letters-supreme-court-vs-puerto-rico-americas-friends-in-south.html,,,30,The New York Times,[],[],1980-06-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/d10d2ef5-73c4-5618-bd74-0271e179afae,0,nyt://article/d10d2ef5-73c4-5618-bd74-0271e179afae,"Letters; Supreme Court vs. Puerto Rico America's Friends In South Korea Flawed Arguments Of a Westway Foe Welcome, Susan B.! Amateurs Who Shape U.S. Policy on Iran The Importance of Nursing Homes An Obstacle Course to Peace in the Middle East ",1,,"Letters; Supreme Court vs. Puerto Rico America's Friends In South Korea Flawed Arguments Of a Westway Foe Welcome, Susan B.! Amateurs Who Shape U.S. Policy on Iran The Importance of Nursing Homes An Obstacle Course to Peace in the Middle East ",,,,"RALPH OBERHERBERT KRIEDMANBERNARD RICHARDSGEORGE SCHOEPFERMICHAEL MccGWIREJACK R. MUTH, M.D.MOHAMMAD TARBUSH","[{'firstname': 'Ralph', 'middlename': 'Oberherbert', 'lastname': 'KRIEDMANBERNARD', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
,https://www.nytimes.com/1980/03/01/archives/world-news-briefs-un-rights-panel-to-study-disappearance-of.html,,,3,The New York Times,[],[],1980-03-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/ffe00e1b-de70-5250-b47e-c0ceaa1a932d,0,nyt://article/ffe00e1b-de70-5250-b47e-c0ceaa1a932d,World News Briefs; U.N. Rights Panel to Study Disappearance of Dissidents 11 Killed in El Salvador In Day of Political Violence Civil Rights Are Restored To Leading South Koreans 5 From Soviet Bloc Expelled By U.S. in Year for Spying Former Leader Surrenders To the Junta in Suriname ,1,,World News Briefs; U.N. Rights Panel to Study Disappearance of Dissidents 11 Killed in El Salvador In Day of Political Violence Civil Rights Are Restored To Leading South Koreans 5 From Soviet Bloc Expelled By U.S. in Year for Spying Former Leader Surrenders To the Junta in Suriname ,,,,,[],,
"WASHINGTON, Aug. 25&#8212;Suzy Park Thomson, who was threatened yesterday with a contempt of Congress citation for refusing to testify in the investigation of Korean influence buying, was questioned at a five&#8208;hour closed session today by members of the House ethics committee.",https://www.nytimes.com/1977/08/26/archives/the-new-york-timesteresa-zabela-tisctifies-in-koreaninfluence-case.html,,"WASHINGTON, Aug. 25—Suzy Park Thomson, who was threatened yesterday with a contempt of Congress citation for refusing to testify in the investigation of Korean influence buying, was questioned at a five‐hour closed session today by members of the House ethics committee.",42,The New York Times,[],[],1977-08-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/87ed64d8-2a63-5f8a-a0c0-14d03dcbe26d,725,nyt://article/87ed64d8-2a63-5f8a-a0c0-14d03dcbe26d,"The New York Times/Teresa Zabela TISCTIFIES IN KOREAN‐INFLUENCE CASE: Suzi Park Thomson, accom­panied by her niece, Carol Huh, arriving for five hours of questioning behind closed doors before House ethics committee in Washington. Page A9.",,,"The New York Times/Teresa Zabela TISCTIFIES IN KOREAN‐INFLUENCE CASE: Suzi Park Thomson, accom­panied by her niece, Carol Huh, arriving for five hours of questioning behind closed doors before House ethics committee in Washington. Page A9.",,,,By Jo Thomas special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
,https://www.nytimes.com/1980/06/06/archives/world-news-briefs-cleric-given-prison-sentence-by-military-court-in.html,,,5,The New York Times,[],[],1980-06-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/76022d78-9f12-5a11-a056-5b9cc261f4cf,0,nyt://article/76022d78-9f12-5a11-a056-5b9cc261f4cf,World News Briefs; Cleric Given Prison Sentence By Military Court in Taiwan Turks Want Iraq to Punish Copter Crew That Killed 10 19 Killed in El Salvador In Political Violence Blast Kills 23 in Korean City That Was Scene of Revolt 26 Are Killed in Collision Of Two Buses in Thailand ,1,,World News Briefs; Cleric Given Prison Sentence By Military Court in Taiwan Turks Want Iraq to Punish Copter Crew That Killed 10 19 Killed in El Salvador In Political Violence Blast Kills 23 in Korean City That Was Scene of Revolt 26 Are Killed in Collision Of Two Buses in Thailand ,,,,,[],,A
,https://www.nytimes.com/1980/11/27/archives/around-the-world-south-korea-accuses-japan-of-meddling-over.html,,,4,The New York Times,[],[],1980-11-27T05:00:00+0000,article,None,Archives,Archives,nyt://article/8d077663-b38b-5842-b27b-df422b7b6c5d,0,nyt://article/8d077663-b38b-5842-b27b-df422b7b6c5d,Around The World; South Korea Accuses Japan Of Meddling Over Dissident Manila Files New Charges Against Accused U.S. Pilots Upper Volta Coup Leaders Arrest Former Officials Indonesian Youths Stone Chinese Shops in Java Again Britain Is Said to Consider Giving Up Falkland Islands Strong Earthquake Hits Colombian Border Area,1,,Around The World; South Korea Accuses Japan Of Meddling Over Dissident Manila Files New Charges Against Accused U.S. Pilots Upper Volta Coup Leaders Arrest Former Officials Indonesian Youths Stone Chinese Shops in Java Again Britain Is Said to Consider Giving Up Falkland Islands Strong Earthquake Hits Colombian Border Area,,,,,[],,A
,https://www.nytimes.com/1980/05/13/archives/company-news-iu-to-sell-58-stake-in-canadian-utilities-bank-of.html,,,4,The New York Times,[],[],1980-05-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/569307ed-d8e0-5554-847a-be613e0b39cf,0,nyt://article/569307ed-d8e0-5554-847a-be613e0b39cf,COMPANY NEWS; IU to Sell 58% Stake In Canadian Utilities Bank of California Sets Credit Card Fee Pratt & Whitney And Rolls in Venture Gulf May Pull Out Of Korea Oil Corp. Harlequin Set to Buy Miles Kimball Unit Unilever Earnings Steady in Quarter Diamond Meeting Backed by Court Standard Brands May Shorten Bid White Motor Plans Truck Unit Layoffs ,1,,COMPANY NEWS; IU to Sell 58% Stake In Canadian Utilities Bank of California Sets Credit Card Fee Pratt & Whitney And Rolls in Venture Gulf May Pull Out Of Korea Oil Corp. Harlequin Set to Buy Miles Kimball Unit Unilever Earnings Steady in Quarter Diamond Meeting Backed by Court Standard Brands May Shorten Bid White Motor Plans Truck Unit Layoffs ,,,,,[],,B
,https://www.nytimes.com/1980/08/20/archives/company-news-uniroyal-to-raise-tire-prices-by-5-uniroyal-pacific.html,,,5,The New York Times,[],[],1980-08-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/7f9f6ce6-f63a-5ea0-8d19-c1aa0e272eb1,0,nyt://article/7f9f6ce6-f63a-5ea0-8d19-c1aa0e272eb1,COMPANY NEWS; Uniroyal to Raise Tire Prices by 5% UNIROYAL Pacific Resources Studies Merger Plan Sceptre Drops Bid MGM Grand Hotels Has Ratings Change Gulf Sells Stake in Korean Oil Concern American Petrofina Seeks Esmark Unit Moet-Hennessy Set To Buy Schieffelin Coastal Oil Sells Production Payment Electrolux Extends Offer U.S. Drops Zale Criminal Inquiry Indonesia Oil Find Confirmed by Union Socal's Sudan Well ,1,,COMPANY NEWS; Uniroyal to Raise Tire Prices by 5% UNIROYAL Pacific Resources Studies Merger Plan Sceptre Drops Bid MGM Grand Hotels Has Ratings Change Gulf Sells Stake in Korean Oil Concern American Petrofina Seeks Esmark Unit Moet-Hennessy Set To Buy Schieffelin Coastal Oil Sells Production Payment Electrolux Extends Offer U.S. Drops Zale Criminal Inquiry Indonesia Oil Find Confirmed by Union Socal's Sudan Well ,,,,,[],,B
"SEOUL, South Korea, Jan. 18 After six days of study, South Korea announced today that it would react ""affirmatively"" to one part of a two-part North Korean proposal for new political talks.  ",https://www.nytimes.com/1980/01/19/archives/seoul-is-responding-to-plea-for-talks-agrees-to-norths-suggestion.html,,,2,The New York Times,[],[],1980-01-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/8827ca85-1174-5b01-8ef9-78c7fd028847,0,nyt://article/8827ca85-1174-5b01-8ef9-78c7fd028847,SEOUL IS RESPONDING TO PLEA FOR TALKS; Agrees to North's Suggestion That Premiers Seek Reunification Similar Proposal Rejected ,1,,SEOUL IS RESPONDING TO PLEA FOR TALKS; Agrees to North's Suggestion That Premiers Seek Reunification Similar Proposal Rejected ,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"WASHINGTON, Feb. 20 (AP)--Lee Hahn-Been, South Korea's Deputy Prime Minister, signed an agreement today for $1.1 billion in reduced-interest loans from the United States Export-Import Bank to build two 997megawatt nuclear plants. The plants will be built in Gyaema, South Korea, for the Korea Electric Company and should be completed in 1986 and 1987. The nuclear reactors will be supplied by the Westinghouse Electric Corporation.  ",https://www.nytimes.com/1980/02/21/archives/11-billion-loans-to-seoul.html,,,9,The New York Times,[],[],1980-02-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/8e088f49-fb03-5219-b52b-cf8fa80f3dcc,0,nyt://article/8e088f49-fb03-5219-b52b-cf8fa80f3dcc,$1.1 Billion Loans to Seoul,1,,$1.1 Billion Loans to Seoul,,,,,[],,B
"PYONGYANG, North Korea--On June 21, South Korea intercepted a North Korean ""spy boat"" attempting to land agents in South Korea; the captain of the vessel was the only northerner to survive the battle.  ",https://www.nytimes.com/1980/08/11/archives/pyongyang-a-model-city-lacks-the-livedin-touch-pyongyang-and-seoul.html,,,10,The New York Times,[],[],1980-08-11T05:00:00+0000,article,None,Archives,Archives,nyt://article/5c05f4b3-bfd5-5039-9faa-0759634aa374,0,nyt://article/5c05f4b3-bfd5-5039-9faa-0759634aa374,"Pyongyang, a Model City, Lacks the Lived-In Touch; Pyongyang and Seoul Wide Streets but Few People Most Areas Barred to Outsiders Personal Freedoms Curbed",1,,"Pyongyang, a Model City, Lacks the Lived-In Touch; Pyongyang and Seoul Wide Streets but Few People Most Areas Barred to Outsiders Personal Freedoms Curbed",,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
"TOKYO, July 21 South Korean diplomats here today dismissed as ""nothing new"" statements by President Kim II Sung of North Korea to a member of the United States Congress encouraging improved ties.  ",https://www.nytimes.com/1980/07/22/archives/seoul-dismisses-norths-overture.html,,,2,The New York Times,[],[],1980-07-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/936fee5d-468d-54ef-94cd-e5130e3ac058,0,nyt://article/936fee5d-468d-54ef-94cd-e5130e3ac058,Seoul Dismisses North's Overture,1,,Seoul Dismisses North's Overture,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
"SEOUL, South Korea, Dec. 13--The United States Defense Secretary, Harold Brown, expressed concern today over the fate of the condemned South Korean opposition leader Kim Dae Jung at a meeting with President Chun Doo Hwan, in an apparent last American effort to save the dissident leader's life, according to diplomatic sources.  ",https://www.nytimes.com/1980/12/14/archives/us-voices-concern-for-seoul-dissident-brown-said-to-tell-president.html,,,4,The New York Times,[],[],1980-12-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/cf777615-288e-5ae5-a671-6564ab7e3eed,0,nyt://article/cf777615-288e-5ae5-a671-6564ab7e3eed,U.S. VOICES CONCERN FOR SEOUL DISSIDENT; Brown Said to Tell President Chun Relations Would Be Damaged by Execution of Kim Dae Jung American Public Opinion Cited,1,,U.S. VOICES CONCERN FOR SEOUL DISSIDENT; Brown Said to Tell President Chun Relations Would Be Damaged by Execution of Kim Dae Jung American Public Opinion Cited,,,,By Henry Scott Stokes Special To the New York Times,"[{'firstname': 'Henry', 'middlename': 'Scott', 'lastname': 'Stokes', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
